id,identifier,type_id,power,pp,accuracy,priority,target_id,damage_class_id,effect_id,effect_chance,meta_category_id,meta_ailment_id,min_hits,max_hits,min_turns,max_turns,drain,healing,crit_rate,ailment_chance,flinch_chance,stat_chance
624,all-out-pummeling--physical,2,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
625,all-out-pummeling--special,2,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
626,supersonic-skystrike--physical,3,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
627,supersonic-skystrike--special,3,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
628,acid-downpour--physical,4,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
629,acid-downpour--special,4,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
630,tectonic-rage--physical,5,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
631,tectonic-rage--special,5,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
632,continental-crush--physical,6,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
633,continental-crush--special,6,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
634,savage-spin-out--physical,7,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
635,savage-spin-out--special,7,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
636,never-ending-nightmare--physical,8,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
637,never-ending-nightmare--special,8,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
638,corkscrew-crash--physical,9,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
639,corkscrew-crash--special,9,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
640,inferno-overdrive--physical,10,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
641,inferno-overdrive--special,10,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
642,hydro-vortex--physical,11,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
643,hydro-vortex--special,11,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
644,bloom-doom--physical,12,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
645,bloom-doom--special,12,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
646,gigavolt-havoc--physical,13,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
647,gigavolt-havoc--special,13,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
648,shattered-psyche--physical,14,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
649,shattered-psyche--special,14,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
650,subzero-slammer--physical,15,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
651,subzero-slammer--special,15,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
652,devastating-drake--physical,16,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
653,devastating-drake--special,16,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
654,black-hole-eclipse--physical,17,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
655,black-hole-eclipse--special,17,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
656,twinkle-tackle--physical,18,,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
657,twinkle-tackle--special,18,,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
658,catastropika,13,210,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
659,shore-up,5,,10,,0,7,1,382,,3,0,,,,,0,50,0,0,0,0
660,first-impression,7,90,10,100,2,10,2,383,,0,0,,,,,0,0,0,0,0,0
661,baneful-bunker,4,,10,,4,7,1,384,,13,0,,,,,0,0,0,0,0,0
662,spirit-shackle,8,80,10,100,0,10,2,385,,0,0,,,,,0,0,0,0,0,0
663,darkest-lariat,17,85,10,100,0,10,2,304,,0,0,,,,,0,0,0,0,0,0
664,sparkling-aria,11,90,10,100,0,9,3,386,,0,0,,,,,0,0,0,0,0,0
665,ice-hammer,15,100,10,90,0,10,2,219,100,7,0,,,,,0,0,0,0,0,100
666,floral-healing,18,,10,,0,10,1,387,,3,0,,,,,0,50,0,0,0,0
667,high-horsepower,5,95,10,95,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
668,strength-sap,12,,10,100,0,10,1,388,100,13,0,,,,,0,0,0,0,0,100
669,solar-blade,12,125,10,100,0,10,2,152,,0,0,,,,,0,0,0,0,0,0
670,leafage,12,40,40,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
671,spotlight,1,,15,,3,10,1,389,,13,0,,,,,0,0,0,0,0,0
672,toxic-thread,4,,20,100,0,10,1,390,100,5,5,,,,,0,0,0,100,0,100
673,laser-focus,1,,30,,0,7,1,391,,13,0,,,,,0,0,0,0,0,0
674,gear-up,9,,20,,0,13,1,392,,2,0,,,,,0,0,0,0,0,0
675,throat-chop,17,80,15,100,0,10,2,393,100,4,24,,,2,2,0,0,0,100,0,0
676,pollen-puff,7,90,15,100,0,10,3,394,,0,0,,,,,0,0,0,0,0,0
677,anchor-shot,9,80,20,100,0,10,2,385,,0,0,,,,,0,0,0,0,0,0
678,psychic-terrain,14,,10,,0,12,1,395,,10,0,,,,,0,0,0,0,0,0
679,lunge,7,80,15,100,0,10,2,396,100,6,0,,,,,0,0,0,0,0,100
680,fire-lash,10,80,15,100,0,10,2,397,100,6,0,,,,,0,0,0,0,0,100
681,power-trip,17,20,10,100,0,10,2,306,,0,0,,,,,0,0,0,0,0,0
682,burn-up,10,130,5,100,0,10,3,398,,0,0,,,,,0,0,0,0,0,0
683,speed-swap,14,,10,,0,10,1,399,,13,0,,,,,0,0,0,0,0,0
684,smart-strike,9,70,10,,0,10,2,18,,0,0,,,,,0,0,0,0,0,0
685,purify,4,,20,,0,10,1,400,,13,0,,,,,0,50,0,0,0,0
686,revelation-dance,1,90,15,100,0,10,3,401,,0,0,,,,,0,0,0,0,0,0
687,core-enforcer,16,100,10,100,0,11,3,402,,0,0,,,,,0,0,0,0,0,0
688,trop-kick,12,70,15,100,0,10,2,396,100,6,0,,,,,0,0,0,0,0,100
689,instruct,14,,15,,0,10,1,403,,13,0,,,,,0,0,0,0,0,0
690,beak-blast,3,100,15,100,-3,10,2,404,,0,0,,,,,0,0,0,0,0,0
691,clanging-scales,16,110,5,100,0,11,3,405,100,7,0,,,,,0,0,0,0,0,100
692,dragon-hammer,16,90,15,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
693,brutal-swing,17,60,20,100,0,9,2,406,,0,0,,,,,0,0,0,0,0,0
694,aurora-veil,15,,20,,0,4,1,407,,11,0,,,,,0,0,0,0,0,0
695,sinister-arrow-raid,8,180,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
696,malicious-moonsault,17,180,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
697,oceanic-operetta,11,195,1,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
698,guardian-of-alola,18,,1,,0,10,3,413,,0,0,,,,,0,0,0,0,0,0
699,soul-stealing-7-star-strike,8,195,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
700,stoked-sparksurfer,13,175,1,,0,10,3,7,100,4,1,,,,,0,0,0,100,0,0
701,pulverizing-pancake,1,210,1,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
702,extreme-evoboost,1,,1,,0,7,1,414,100,2,0,,,,,0,0,0,0,0,100
703,genesis-supernova,14,185,1,,0,10,3,415,,0,0,,,,,0,0,0,0,0,0
704,shell-trap,10,150,5,100,-3,11,3,408,,0,0,,,,,0,0,0,0,0,0
705,fleur-cannon,18,130,5,90,0,10,3,205,100,7,0,,,,,0,0,0,0,0,100
706,psychic-fangs,14,85,10,100,0,10,2,187,,0,0,,,,,0,0,0,0,0,0
707,stomping-tantrum,5,75,10,100,0,10,2,409,,0,0,,,,,0,0,0,0,0,0
708,shadow-bone,8,85,10,100,0,10,2,70,20,6,0,,,,,0,0,0,0,0,20
709,accelerock,6,40,20,100,1,10,2,104,,0,0,,,,,0,0,0,0,0,0
710,liquidation,11,85,10,100,0,10,2,70,20,6,0,,,,,0,0,0,0,0,20
711,prismatic-laser,14,160,10,100,0,10,3,81,,0,0,,,,,0,0,0,0,0,0
712,spectral-thief,8,90,10,100,0,10,2,410,,0,0,,,,,0,0,0,0,0,0
713,sunsteel-strike,9,100,5,100,0,10,2,411,,0,0,,,,,0,0,0,0,0,0
714,moongeist-beam,8,100,5,100,0,10,3,411,,0,0,,,,,0,0,0,0,0,0
715,tearful-look,1,,20,,0,10,1,412,100,2,0,,,,,0,0,0,0,0,100
716,zing-zap,13,80,10,100,0,10,2,32,30,0,0,,,,,0,0,0,0,30,0
717,natures-madness,18,,10,90,0,10,3,41,,0,0,,,,,0,0,0,0,0,0
718,multi-attack,1,120,10,100,0,10,2,269,,0,0,,,,,0,0,0,0,0,0
719,10-000-000-volt-thunderbolt,13,195,1,,0,10,3,1,,0,0,,,,,0,0,2,0,0,0
720,mind-blown,10,150,5,100,0,9,3,420,,0,0,,,,,0,0,0,0,0,0
721,plasma-fists,13,100,15,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
722,photon-geyser,14,100,5,100,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
723,light-that-burns-the-sky,14,200,1,,0,10,3,416,,0,0,,,,,0,0,0,0,0,0
724,searing-sunraze-smash,9,200,1,,0,10,2,411,,0,0,,,,,0,0,0,0,0,0
725,menacing-moonraze-maelstrom,8,200,1,,0,10,3,411,,0,0,,,,,0,0,0,0,0,0
726,lets-snuggle-forever,18,190,1,,0,10,2,417,,0,0,,,,,0,0,0,0,0,0
727,splintered-stormshards,6,190,1,,0,10,2,418,,0,0,,,,,0,0,0,0,0,0
728,clangorous-soulblaze,16,185,1,,0,11,3,419,100,7,0,,,,,0,0,0,0,0,100
729,zippy-zap,13,80,10,100,2,10,2,1,100,7,0,,,,,0,0,0,0,0,100
730,splishy-splash,11,90,15,100,0,11,3,1,30,4,1,,,,,0,0,0,30,0,0
731,floaty-fall,3,90,15,95,0,10,2,1,30,0,0,,,,,0,0,0,0,30,0
732,pika-papow,13,,20,,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
733,bouncy-bubble,11,60,20,100,0,10,3,1,,8,0,,,,,100,0,0,0,0,0
734,buzzy-buzz,13,60,20,100,0,10,3,1,100,4,1,,,,,0,0,0,100,0,0
735,sizzly-slide,10,60,20,100,0,10,2,1,100,4,4,,,,,0,0,0,100,0,0
736,glitzy-glow,14,80,15,95,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
737,baddy-bad,17,80,15,95,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
738,sappy-seed,12,100,10,90,0,10,2,1,100,4,18,,,,,0,0,0,100,0,0
739,freezy-frost,15,100,10,90,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
740,sparkly-swirl,18,120,5,85,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
741,veevee-volley,1,,20,,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
742,double-iron-bash,9,60,5,100,0,10,2,45,30,0,0,2,2,,,0,0,0,0,30,0
743,max-guard,1,,10,,4,7,1,112,,13,0,,,,,0,0,0,0,0,0
744,dynamax-cannon,16,100,5,100,0,10,3,421,,0,0,,,,,0,0,0,0,0,0
745,snipe-shot,11,80,15,100,0,10,3,422,,0,0,,,,,0,0,1,0,0,0
746,jaw-lock,17,80,10,100,0,10,2,423,,0,0,,,,,0,0,0,0,0,0
747,stuff-cheeks,1,,10,,0,7,1,424,100,2,0,,,,,0,0,0,0,0,100
748,no-retreat,2,,5,,0,7,1,425,100,2,0,,,,,0,0,0,0,0,100
749,tar-shot,6,,15,100,0,10,1,426,100,5,42,,,,,0,0,0,100,0,100
750,magic-powder,14,,20,100,0,10,1,427,,13,0,,,,,0,0,0,0,0,0
751,dragon-darts,16,50,10,100,0,10,2,428,,0,0,2,2,,,0,0,0,0,0,0
752,teatime,1,,10,,0,14,1,429,,13,0,,,,,0,0,0,0,0,0
753,octolock,2,,15,100,0,10,1,430,,13,0,,,,,0,0,0,0,0,0
754,bolt-beak,13,85,10,100,0,10,2,431,,0,0,,,,,0,0,0,0,0,0
755,fishious-rend,11,85,10,100,0,10,2,431,,0,0,,,,,0,0,0,0,0,0
756,court-change,1,,10,100,0,12,1,432,,13,0,,,,,0,0,0,0,0,0
757,max-flare,10,100,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
758,max-flutterby,7,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
759,max-lightning,13,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
760,max-strike,1,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
761,max-knuckle,2,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
762,max-phantasm,8,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
763,max-hailstorm,15,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
764,max-ooze,4,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
765,max-geyser,11,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
766,max-airstream,3,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
767,max-starfall,18,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
768,max-wyrmwind,16,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
769,max-mindstorm,14,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
770,max-rockfall,6,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
771,max-quake,5,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
772,max-darkness,17,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
773,max-overgrowth,12,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
774,max-steelspike,9,10,10,,0,2,2,1,,0,0,,,,,0,0,0,0,0,0
775,clangorous-soul,16,,5,100,0,7,1,433,100,2,0,,,,,0,-33,0,0,0,100
776,body-press,2,80,10,100,0,10,2,434,,0,0,,,,,0,0,0,0,0,0
777,decorate,18,,15,,0,10,1,435,100,2,0,,,,,0,0,0,0,0,100
778,drum-beating,12,80,10,100,0,10,2,71,100,6,0,,,,,0,0,0,0,0,100
779,snap-trap,12,35,15,100,0,10,2,43,100,4,8,,,5,6,0,0,0,100,0,0
780,pyro-ball,10,120,5,90,0,10,2,5,10,4,4,,,,,0,0,0,10,0,0
781,behemoth-blade,9,100,5,100,0,10,2,436,,0,0,,,,,0,0,0,0,0,0
782,behemoth-bash,9,100,5,100,0,10,2,436,,0,0,,,,,0,0,0,0,0,0
783,aura-wheel,13,110,10,100,0,10,2,437,100,7,0,,,,,0,0,0,0,0,100
784,breaking-swipe,16,60,15,100,0,11,2,396,100,6,0,,,,,0,0,0,0,0,100
785,branch-poke,12,40,40,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
786,overdrive,13,80,10,100,0,11,3,439,,0,0,,,,,0,0,0,0,0,0
787,apple-acid,12,80,10,100,0,10,3,440,100,6,0,,,,,0,0,0,0,0,100
788,grav-apple,12,80,10,100,0,10,2,397,100,6,0,,,,,0,0,0,0,0,100
789,spirit-break,18,75,15,100,0,10,2,72,100,6,0,,,,,0,0,0,0,0,100
790,strange-steam,18,90,10,95,0,10,3,77,20,4,6,,,2,5,0,0,0,20,0,0
791,life-dew,11,,10,,0,13,1,441,,3,0,,,,,0,25,0,0,0,0
792,obstruct,17,,10,100,4,7,1,442,,13,0,,,,,0,0,0,0,0,0
793,false-surrender,17,80,10,,0,10,2,18,,0,0,,,,,0,0,0,0,0,0
794,meteor-assault,2,150,5,100,0,10,2,81,,0,0,,,,,0,0,0,0,0,0
795,eternabeam,16,160,5,90,0,10,3,81,,0,0,,,,,0,0,0,0,0,0
796,steel-beam,9,140,5,95,0,10,3,420,,0,0,,,,,0,0,0,0,0,0
797,expanding-force,14,80,10,100,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
798,steel-roller,9,130,5,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
799,scale-shot,16,25,20,90,0,10,2,443,,0,0,2,5,,,0,0,0,0,0,0
800,meteor-beam,6,120,10,90,0,10,3,1,100,0,0,,,,,0,0,0,100,0,0
801,shell-side-arm,4,90,10,100,0,10,3,1,20,4,5,,,,,0,0,0,20,0,0
802,misty-explosion,18,100,5,100,0,9,3,1,,0,0,,,,,0,0,0,0,0,0
803,grassy-glide,12,70,20,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
804,rising-voltage,13,70,20,100,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
805,terrain-pulse,1,50,10,100,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
806,skitter-smack,7,70,10,90,0,10,2,1,100,6,0,,,,,0,0,0,0,0,100
807,burning-jealousy,10,70,5,100,0,11,3,1,100,4,4,,,,,0,0,0,100,0,0
808,lash-out,17,75,5,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
809,poltergeist,8,110,5,90,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
810,corrosive-gas,4,,40,100,0,9,1,1,,13,0,,,,,0,0,0,0,0,0
811,coaching,2,,10,,0,13,1,1,100,2,0,,,,,0,0,0,0,0,100
812,flip-turn,11,60,20,100,0,10,2,1,,0,0,,,,,0,0,0,0,0,0
813,triple-axel,15,20,10,90,0,10,2,1,,0,0,3,3,,,0,0,0,0,0,0
814,dual-wingbeat,3,40,10,90,0,10,2,1,,0,0,2,2,,,0,0,0,0,0,0
815,scorching-sands,5,70,10,100,0,10,3,1,30,4,4,,,,,0,0,0,30,0,0
816,jungle-healing,12,,10,,0,13,1,1,,13,0,,,,,0,25,0,0,0,0
817,wicked-blow,17,80,5,100,0,10,2,1,,0,0,,,,,0,0,6,0,0,0
818,surging-strikes,11,25,5,100,0,10,2,1,,0,0,3,3,,,0,0,6,0,0,0
819,thunder-cage,13,80,15,90,0,10,3,1,100,4,8,,,5,6,0,0,0,100,0,0
820,dragon-energy,16,150,5,100,0,11,3,1,,0,0,,,,,0,0,0,0,0,0
821,freezing-glare,14,90,10,100,0,10,3,1,10,4,3,,,,,0,0,0,10,0,0
822,fiery-wrath,17,90,10,100,0,11,3,1,20,0,0,,,,,0,0,0,0,20,0
823,thunderous-kick,2,90,10,100,0,10,2,1,100,6,0,,,,,0,0,0,0,0,100
824,glacial-lance,15,130,5,100,0,11,2,1,,0,0,,,,,0,0,0,0,0,0
825,astral-barrage,8,120,5,100,0,11,3,1,,0,0,,,,,0,0,0,0,0,0
826,eerie-spell,14,80,5,100,0,10,3,1,,0,0,,,,,0,0,0,0,0,0
